#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:sequence-5" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:sequence-5" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:sequence-5" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.sequence-5" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:sequence-5" name="distribution" x="@birthRate.t:sequence-5">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:sequence-5" name="distribution">
#            <parameter id="ucldStdev.c:sequence-5" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@sequence-5" id="treeLikelihood.sequence-5" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:sequence-5">
#            <siteModel id="SiteModel.s:sequence-5" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:sequence-5" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:sequence-5" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:sequence-5" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:sequence-5" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:sequence-5" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:sequence-5">
#                <LogNormal S="@ucldStdev.c:sequence-5" id="LogNormalDistributionModel.c:sequence-5" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="28" id="rateCategories.c:sequence-5" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:sequence-5" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation
48000	-63739.1467523405	-63755.83738973354	16.690637393038482	-63755.83738973354	0.18918123427310335	15.958188202211339	6.950392150939569	0.11249352757527331	1.0064967904844617	0.010663374031241206	0.10200701943240557
49000	-63748.70142984918	-63765.655151837265	16.95372198808548	-63765.655151837265	0.18774110996739074	15.98816819840582	7.528648923644308	0.08106958581281654	0.9858673843257729	0.0028783355651717307	0.05391819015927772
50000	-63735.60817186688	-63753.02295271653	17.414780849650693	-63753.02295271653	0.18177750673885304	16.634952616034823	9.485166321287418	0.10556934024034435	1.025058727134231	0.010684523768665147	0.10211636802587223
51000	-63737.73809059159	-63754.143657355984	16.405566764389597	-63754.143657355984	0.1810109005767183	16.39597484865444	7.385428421272062	0.24891109268652337	1.0508302362504323	0.04396127605941399	0.20865458698740963
52000	-63734.65998859087	-63751.086901685245	16.42691309437308	-63751.086901685245	0.17979876579609871	16.323862546584138	6.813210383273051	0.22836602434660597	1.0686732198668603	0.049291686481323	0.2075957569392281
53000	-63737.97211267355	-63755.28998932293	17.317876649381475	-63755.28998932293	0.1833889564780508	16.65690404743573	8.325202462198389	0.12344958951737005	1.021551428963746	0.010517964618673535	0.101088076338679
54000	-63734.500145113816	-63750.628871184446	16.128726070633704	-63750.628871184446	0.1912062557981163	16.23236493813921	8.802316748446133	0.2747733273019392	1.0643720907201677	0.07714570182118753	0.2626308021270752
55000	-63735.509423618605	-63750.00322870796	14.49380508935146	-63750.00322870796	0.20249376522594326	14.962652976928746	13.060201964961161	0.3645414989732313	1.0933740785467687	0.12819026021002905	0.3299708402789671
56000	-63733.29344302719	-63748.84034776374	15.54690473654701	-63748.84034776374	0.20738096610041032	15.852337460507346	12.015926272743592	0.3232630529601991	1.0363152079168052	0.09870064484010453	0.3009110174858441
57000	-63732.881146435924	-63748.27321582769	15.392069391767293	-63748.27321582769	0.2107423327761788	15.622423737817396	6.892664383180813	0.30488313965638464	1.033165709312617	0.05848946356984018	0.245250880650241
58000	-63735.49327630479	-63750.64849105609	15.155214751299862	-63750.64849105609	0.2107423327761788	15.318222350048444	6.751610079068938	0.2887329961431931	1.004860383892526	0.05525365056168135	0.23275309700116076
59000	-63735.99723210022	-63749.85514865519	13.857916554963776	-63749.85514865519	0.22135267371448045	13.992581060563861	5.84943779214233	0.28203539000408645	0.8874362037041318	0.06826517461593741	0.2743229779671569
60000	-63735.287314213456	-63749.850388339306	14.56307412585076	-63749.850388339306	0.21534706808762444	14.457232971762506	6.634248197472809	0.22776423862894762	0.9352043992251104	0.040194202737249336	0.21452866376675123
61000	-63739.433569766305	-63753.802382675414	14.36881290911012	-63753.802382675414	0.21677688635434603	14.377969112458949	6.367939459564123	0.25312162406005506	0.9231929066393297	0.04040078313967491	0.22151140328977484
62000	-63731.93719077245	-63746.04237543998	14.10518466753256	-63746.04237543998	0.22061321453350943	13.940411388252597	6.1152235839100575	0.21521928305127846	0.9261256883593022	0.038534129279481334	0.20946038496933345
63000	-63731.60695015647	-63745.230024449236	13.623074292764601	-63745.230024449236	0.22642598334811592	13.484033836780473	5.391040526261816	0.22065834328437184	0.9065558017210377	0.05169016505163538	0.24340139519373258
64000	-63733.86593487951	-63747.78960970371	13.923674824199459	-63747.78960970371	0.22193600834268584	13.78463436821533	9.540470970201774	0.22065834328437184	0.9142032495153845	0.04039865089762852	0.2189490534616196
65000	-63732.10077496596	-63745.851398283274	13.750623317313874	-63745.851398283274	0.22447090816424936	13.596006941467582	5.31273878313802	0.21735886830821716	0.9348188136915767	0.04654563148973553	0.23584784152819854
66000	-63730.35519145737	-63744.60162384687	14.246432389502592	-63744.60162384687	0.2237349673944202	14.08363686448125	7.657549132394318	0.21563515893399024	0.9058327823222955	0.04022761840737522	0.2174508859494384
67000	-63733.09839330008	-63746.04963845976	12.951245159676125	-63746.04963845976	0.2185089244620806	12.820151047620175	11.70552476325185	0.22235013024299177	0.9057396980505898	0.041265207474122156	0.21251075417531815
68000	-63739.71914149421	-63753.17582477052	13.456683276305908	-63753.17582477052	0.22523494612649844	13.54664050123381	9.610128086853468	0.2715943721748178	0.8989677913983124	0.04287129305246095	0.22600739846480442
69000	-63737.06646222832	-63751.31506710055	14.248604872224362	-63751.31506710055	0.21873921346389044	14.468086262038153	7.774814043381518	0.30225372405300616	0.9376469356178431	0.09081568954285542	0.3238754585715857
70000	-63731.37166270995	-63745.69861433636	14.326951626409237	-63745.69861433636	0.22418728901540597	14.53228177187582	7.3501502765079705	0.2988440870046304	0.9378818071388347	0.073052715241886	0.2889042782711073
71000	-63735.00192688222	-63748.21179538114	13.209868498918883	-63748.21179538114	0.2295566226693916	13.390171059339615	5.081748504505198	0.29284909932592784	0.9376159402412518	0.07211936715835288	0.29696819771533467
72000	-63735.28380596918	-63749.53988019572	14.256074226544586	-63749.53988019572	0.22530510662628517	14.460659903926754	7.767978462716472	0.29866510900038507	0.9456532941473236	0.06092448647994498	0.2642535953216687
73000	-63731.340204843	-63744.80745556488	13.467250721875214	-63744.80745556488	0.226119134941035	13.64928484430629	12.189463405367654	0.2932624074063448	0.9921836958872808	0.05254639140430883	0.2392152752500292
74000	-63737.67852782031	-63752.33561062497	14.657082804657927	-63752.33561062497	0.22474765280006856	14.887308548126537	8.176265053973031	0.30485199083833403	0.9784338813480986	0.040277982691729136	0.21539755441108582
75000	-63736.092811656905	-63751.1073904946	15.014578837697679	-63751.1073904946	0.22591173575602946	15.254297403634691	8.559867853158352	0.3071543677752836	0.923761487125408	0.04683658931841124	0.2408808142801215
76000	-63733.72090649475	-63746.583076796065	12.862170301313117	-63746.583076796065	0.21095025235057532	13.041510413168162	12.746728602279383	0.2926194661730671	0.9525742443832261	0.035312101314059964	0.20935277290404347
77000	-63733.59740828968	-63748.78723341535	15.189825125671195	-63748.78723341535	0.21545249767540267	15.168463650576719	7.329031131250556	0.24628277248400104	0.9610560943760456	0.0520862101387318	0.2387707234045338
78000	-63736.03386831304	-63750.19057932365	14.156711010612153	-63750.19057932365	0.21545249767540267	14.399939211250722	5.917700893849287	0.30800718751731104	1.0121963853241571	0.08263076176651536	0.2915892536462119
79000	-63733.193129638894	-63748.241182102174	15.048052463282941	-63748.241182102174	0.2138168021977428	14.97366844345633	7.264645536836607	0.23458763390907375	0.9450658934803624	0.03738996257907526	0.2021587566332738
80000	-63744.2766094815	-63759.05609814325	14.77948866175108	-63759.05609814325	0.209259294850288	14.265190015175127	9.288989613595417	0.14780492701996062	0.9431077725283263	0.029121765414269158	0.17379661005466834
81000	-63742.12812808771	-63757.53978629251	15.411658204802105	-63757.53978629251	0.20499115443761814	15.032052626439182	7.536523376008968	0.17229122307847794	0.9587402379579039	0.026702711606445263	0.16906786371893057
82000	-63729.93299388125	-63745.4521050882	15.519111206950152	-63745.4521050882	0.20908136387181742	15.012192896566914	7.635593607587426	0.1490952214303403	0.9393571471522119	0.02492593471474407	0.16721214522830521
83000	-63734.39350423423	-63749.71991920122	15.326414966990702	-63749.71991920122	0.2145901529701546	14.873670101044286	6.033610258931422	0.15875081984535958	0.9689671310579955	0.03709113706014962	0.19876447874640843
84000	-63737.63699984513	-63753.197714621274	15.560714776144035	-63753.197714621274	0.21445820091982012	15.090579376783456	7.150686242551007	0.15561606043818407	0.9871065392171902	0.032376721403507676	0.18333408473105575
85000	-63739.057107566	-63753.83824510686	14.781137540860158	-63753.83824510686	0.21613706647216432	14.504590013525046	7.572386375571783	0.1923161560593328	0.9570409833003313	0.04246607702469034	0.21793209444508915
86000	-63735.60912070509	-63750.001842011625	14.392721306529154	-63750.001842011625	0.20305811548570457	14.138760312838496	11.029498884207312	0.19684733350797043	0.9579383994084705	0.03491062732861423	0.19282987197646018
87000	-63730.93206169739	-63746.12213442174	15.190072724347582	-63746.12213442174	0.20779141038616183	15.097340541703497	9.97541943381806	0.23059713627547584	0.984700363378821	0.027567905558549117	0.1691699599813743
88000	-63733.05550226547	-63748.9172721471	15.861769881622896	-63748.9172721471	0.2033827127801482	15.644972443905363	7.761377847505579	0.20441083224969026	0.9996542583854351	0.04392892657474278	0.20812659076380916
89000	-63741.71043152401	-63757.45025704698	15.739825522973911	-63757.45025704698	0.20408588313929207	15.352455606995514	8.765071396636412	0.1708268414533853	0.9954580947339852	0.028285954387769433	0.1685641051215671
90000	-63727.47248807583	-63742.706195807776	15.23370773194825	-63742.706195807776	0.20260600791978492	14.83138412174245	5.960515356932343	0.16802440664096138	0.9771951550536514	0.021583146439103886	0.15007243650007734
91000	-63730.53333057976	-63745.97119647777	15.437865898004377	-63745.97119647777	0.2024161978431282	14.984931900427247	9.159814721019126	0.15871655030100842	0.9454734115277023	0.02565980928821128	0.16848526045520618
92000	-63738.02100556005	-63754.417485881	16.39648032095635	-63754.417485881	0.1986720011589925	15.812262874177065	9.011655991326649	0.1358859701787182	0.9711161369941984	0.016207679645053315	0.13043230903488126
93000	-63742.24132359733	-63758.10461594685	15.863292349526192	-63758.10461594685	0.20174347252072491	15.168187339455303	10.368527608717683	0.11814169267757937	1.0023664488469863	0.012289901760144571	0.11209333097027464
94000	-63736.59817906168	-63753.504567566764	16.906388505085896	-63753.504567566764	0.19562178751216236	15.858068614359736	8.8045724102895	0.07151355496863755	0.9638375300822811	0.005754241929000954	0.07873746481945923
