SAMPLE	output.r2.means.P3	output.i.means.P3	output.r.means.P3	output.e.means.P3	output.f.means.P3	output.c.means.P3	output.vc.means.P3	ymin.r2.P3	ymin.i.P3	ymin.r.P3	ymin.e.P3	ymin.f.P3	ymin.c.P3	ymin.vc.P3	ymax.r2.P3	ymax.i.P3	ymax.r.P3	ymax.e.P3	ymax.f.P3	ymax.c.P3	ymax.vc.P3	output.r2.means.P2	output.i.means.P2	output.r.means.P2	output.e.means.P2	output.f.means.P2	output.c.means.P2	output.vc.means.P2	ymin.r2.P2	ymin.i.P2	ymin.r.P2	ymin.e.P2	ymin.f.P2	ymin.c.P2	ymin.vc.P2	ymax.r2.P2	ymax.i.P2	ymax.r.P2	ymax.e.P2	ymax.f.P2	ymax.c.P2	ymax.vc.P2	output.r2.means.P1	output.i.means.P1	output.r.means.P1	output.e.means.P1	output.f.means.P1	output.c.means.P1	output.vc.means.P1	ymin.r2.P1	ymin.i.P1	ymin.r.P1	ymin.e.P1	ymin.f.P1	ymin.c.P1	ymin.vc.P1	ymax.r2.P1	ymax.i.P1	ymax.r.P1	ymax.e.P1	ymax.f.P1	ymax.c.P1	ymax.vc.P1	output.r2.means.P4	output.i.means.P4	output.r.means.P4	output.e.means.P4	output.f.means.P4	output.c.means.P4	output.vc.means.P4	ymin.r2.P4	ymin.i.P4	ymin.r.P4	ymin.e.P4	ymin.f.P4	ymin.c.P4	ymin.vc.P4	ymax.r2.P4	ymax.i.P4	ymax.r.P4	ymax.e.P4	ymax.f.P4	ymax.c.P4	ymax.vc.P4
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10	NA	0.981101631	NA	0.546458173	0.573271448	0.006899904	0.258804327	NA	0.943319211	NA	0.263579169	0.471618707	-0.009000469	0.111443001	NA	1.018884052	NA	0.829337177	0.674924188	0.022800277	0.406165652	0.234260782	NA	NA	NA	0.573905308	NA	0.271646533	0.106652601	NA	NA	NA	0.47533096	NA	0.123352757	0.361868962	NA	NA	NA	0.672479655	NA	0.419940308	NA	0.978103833	0.884865179	NA	0.576300394	NA	0.26005691	NA	0.928008837	0.370676281	NA	0.469302514	NA	0.127608118	NA	1.02819883	1.399054078	NA	0.683298275	NA	0.392505702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11	0.22993568	0.961541197	0.899380364	0.53759414	0.574385515	0.014768897	0.256253753	0.108133806	0.897917992	0.45853759	0.274059192	0.484364528	-0.011869976	0.112423357	0.351737555	1.025164403	1.340223137	0.801129088	0.664406502	0.04140777	0.400084148	0.234351026	0.961401927	0.887442738	0.539205518	0.583225768	0.014736246	0.260602973	0.096109621	0.903674264	0.391003504	0.284125142	0.494686593	-0.00705149	0.119090147	0.37259243	1.01912959	1.383881971	0.794285894	0.671764944	0.036523982	0.4021158	0.23515042	0.962590036	0.891539122	0.552945013	0.579215534	0.015339098	0.252419999	0.117424235	0.905513715	0.430225262	0.318369449	0.485325816	-0.007897802	0.134731159	0.352876605	1.019666356	1.352852983	0.787520577	0.673105251	0.038575998	0.370108839	0.228356453	0.962876018	0.908972596	0.546650124	0.58100139	0.014471307	0.254573752	0.108259266	0.906755667	0.375659046	0.289218661	0.485946785	-0.006983195	0.119875177	0.34845364	1.018996369	1.442286147	0.804081587	0.676055995	0.03592581	0.389272326
12	0.225201923	0.949838892	0.867467752	0.547982883	0.58177018	0.020508011	0.25415534	0.110813192	0.892106099	0.389308157	0.318428263	0.477438647	-0.007111837	0.111225916	0.339590655	1.007571685	1.345627348	0.777537503	0.686101713	0.048127858	0.397084763	0.219901632	0.945071861	0.872071624	0.543430577	0.583733008	0.023665694	0.249983302	0.097697327	0.880487384	0.41273682	0.27899552	0.487512327	-0.001967602	0.130551045	0.342105937	1.009656339	1.331406427	0.807865633	0.67995369	0.049298989	0.369415558	0.224286382	0.943911679	0.879162541	0.54087021	0.58908883	0.02020066	0.247263048	0.118360551	0.888374014	0.419017287	0.291716773	0.497094644	-0.001689173	0.112056841	0.330212213	0.999449344	1.339307795	0.790023647	0.681083017	0.042090493	0.382469255	0.223865284	0.946243151	0.901612966	0.546567938	0.587442885	0.02144299	0.248632537	0.108110473	0.884388776	0.403004166	0.302668071	0.494306782	-0.002648602	0.120439224	0.339620094	1.008097527	1.400221765	0.790467806	0.680578988	0.045534582	0.376825851
13	0.218476976	0.92877463	0.857309517	0.555931119	0.590995592	0.028357613	0.244760241	0.10928367	0.858732459	0.381060156	0.332750148	0.490746079	0.002926095	0.124778868	0.327670282	0.9988168	1.333558878	0.779112089	0.691245105	0.053789131	0.364741614	0.211384934	0.932418735	0.878494416	0.545395028	0.594369628	0.025807175	0.246207815	0.11345027	0.871841804	0.387055647	0.314661459	0.508791719	0.003818789	0.109356517	0.309319598	0.992995665	1.369933185	0.776128596	0.679947538	0.04779556	0.383059113	0.225465714	0.930943838	0.922107681	0.555597455	0.592339685	0.026037701	0.242942241	0.120538139	0.871912649	0.43051579	0.304772877	0.502952024	0.000833648	0.110352367	0.330393289	0.989975027	1.413699572	0.806422034	0.681727346	0.051241754	0.375532116	0.218910621	0.932659702	0.890511854	0.545620771	0.593027087	0.027349867	0.243500257	0.108292437	0.868983598	0.418255408	0.314553103	0.502365701	0.002444396	0.12055151	0.329528804	0.996335807	1.3627683	0.776688439	0.683688473	0.052255339	0.366449004
14	0.214646984	0.921201158	0.862943026	0.531967673	0.598575624	0.031742142	0.244728827	0.103010658	0.859839337	0.368984896	0.308765442	0.506907742	0.007403098	0.123775649	0.32628331	0.982562979	1.356901156	0.755169905	0.690243506	0.056081186	0.365682005	0.220396692	0.917528769	0.858505408	0.538512305	0.607693389	0.033485097	0.236769148	0.120332767	0.844885483	0.404519469	0.329991417	0.522788039	0.008746935	0.134695599	0.320460616	0.990172054	1.312491348	0.747033192	0.692598739	0.058223259	0.338842697	0.217936798	0.917787191	0.895697431	0.549230277	0.606973691	0.034090464	0.244551943	0.110395113	0.862633111	0.398558526	0.33556449	0.511468776	0.009506307	0.119396889	0.325478483	0.972941271	1.392836337	0.762896064	0.702478606	0.058674621	0.369706998	0.21588374	0.920739465	0.887686951	0.545535487	0.598162854	0.032451327	0.239143835	0.109622676	0.856442678	0.432726691	0.324894315	0.510257801	0.007433332	0.122294508	0.322144805	0.985036251	1.342647211	0.76617666	0.686067907	0.057469322	0.355993162
15	0.215475391	0.912295109	0.852404555	0.549202971	0.601933804	0.036490893	0.241348948	0.096030693	0.848987531	0.468272934	0.361861753	0.509671325	0.013128868	0.116690161	0.334920089	0.975602688	1.236536175	0.73654419	0.694196283	0.059852919	0.366007734	0.207903061	0.909874971	0.866380456	0.559220104	0.599266028	0.037194377	0.242858034	0.116929101	0.82438065	0.427358087	0.355999712	0.515385846	0.010239193	0.129685787	0.298877022	0.995369292	1.305402825	0.762440495	0.683146211	0.064149562	0.356030281	0.211765049	0.906446257	0.85248751	0.543379803	0.60486568	0.037841908	0.232258561	0.116339568	0.832471848	0.441787245	0.336784062	0.520428815	0.012212859	0.119999164	0.307190531	0.980420666	1.263187776	0.749975544	0.689302546	0.063470957	0.344517957	0.212429187	0.910468644	0.88312224	0.54585942	0.602377352	0.036960205	0.235827947	0.110586135	0.844980221	0.443691294	0.333039383	0.515580387	0.012058533	0.120837586	0.314272239	0.975957068	1.322553185	0.758679456	0.689174316	0.061861877	0.350818308
16	0.210255375	0.90134505	0.874144482	0.555858603	0.606827734	0.04184456	0.238378507	0.111115745	0.831417627	0.416542087	0.35479281	0.524188674	0.015421001	0.126246318	0.309395006	0.971272474	1.331746877	0.756924396	0.689466794	0.068268118	0.350510697	0.218694745	0.89841392	0.86012074	0.551404533	0.602236412	0.037338997	0.23392532	0.120499304	0.834779798	0.524961868	0.329929862	0.522095127	0.012191556	0.106614809	0.316890186	0.962048041	1.195279612	0.772879204	0.682377696	0.062486439	0.361235831	0.209398475	0.897880591	0.864101723	0.557752964	0.611915295	0.040192695	0.235474498	0.108252225	0.830547333	0.448672337	0.35771843	0.522846289	0.015164285	0.127817638	0.310544724	0.965213848	1.279531109	0.757787497	0.700984301	0.065221106	0.343131358	0.210407909	0.901836859	0.879676157	0.546764135	0.606191487	0.040807486	0.234053539	0.111710642	0.836570556	0.458058794	0.341535196	0.521584221	0.015846093	0.123940451	0.309105177	0.967103163	1.30129352	0.751993074	0.690798753	0.065768878	0.344166627
17	0.198255773	0.891322839	0.89753394	0.535048483	0.602550885	0.044303998	0.234997023	0.108367163	0.827599549	0.49154008	0.344846282	0.525847454	0.017631399	0.120611986	0.288144382	0.955046128	1.303527799	0.725250685	0.679254316	0.070976598	0.349382061	0.199140975	0.893952365	0.858214283	0.547725404	0.606060732	0.045005455	0.233133833	0.097834612	0.828469968	0.468032397	0.369632876	0.526143909	0.018716946	0.115019001	0.300447338	0.959434763	1.248396169	0.725817933	0.685977554	0.071293965	0.351248665	0.208643379	0.893889472	0.863755776	0.548870166	0.6034407	0.043370263	0.238627554	0.119575362	0.828704291	0.462916185	0.351530602	0.518796213	0.017650677	0.127087184	0.297711395	0.959074653	1.264595367	0.74620973	0.688085187	0.069089848	0.350167924	0.207001488	0.894280151	0.873386228	0.546988506	0.609719499	0.044173215	0.23128889	0.111784087	0.83021557	0.469867876	0.349057038	0.525782165	0.019436838	0.124459365	0.30221889	0.958344731	1.276904581	0.744919973	0.693656833	0.068909592	0.338118416
18	0.209095218	0.884576368	0.864557175	0.553864934	0.614917506	0.048443825	0.239920519	0.113304549	0.811360574	0.478670872	0.342258469	0.533002523	0.024847015	0.116181972	0.304885888	0.957792162	1.250443478	0.765471399	0.696832489	0.072040635	0.363659065	0.201931939	0.885416008	0.846061022	0.547528282	0.614530362	0.049237023	0.221994178	0.110263304	0.826617111	0.458536509	0.349461714	0.535762406	0.02273292	0.125609619	0.293600574	0.944214905	1.233585535	0.74559485	0.693298319	0.075741126	0.318378737	0.209102031	0.889574288	0.854718917	0.55117312	0.618184182	0.047483525	0.229728732	0.120962585	0.834802914	0.483290535	0.37306997	0.539408782	0.026655831	0.126277665	0.297241478	0.944345662	1.226147298	0.72927627	0.696959581	0.06831122	0.333179799	0.205329009	0.887342275	0.868508596	0.546304195	0.612701651	0.047393677	0.228599643	0.112931633	0.823497662	0.479070568	0.35358499	0.5304981	0.022864361	0.125148318	0.297726384	0.951186888	1.257946625	0.739023399	0.694905202	0.071922994	0.332050969
19	0.204053088	0.881981802	0.800654421	0.542894203	0.616953556	0.048354498	0.232855072	0.116668308	0.816119429	0.471772033	0.384178863	0.532894169	0.024712463	0.130188875	0.291437868	0.947844176	1.129536809	0.701609542	0.701012942	0.071996533	0.33552127	0.207064945	0.87698957	0.86570416	0.545529884	0.625011123	0.05092363	0.229426996	0.119311414	0.816393556	0.497158603	0.370745184	0.550272481	0.026428581	0.126323181	0.294818475	0.937585584	1.234249716	0.720314584	0.699749765	0.075418679	0.33253081	0.207036579	0.88300976	0.860048151	0.540166966	0.621607749	0.050157114	0.222306022	0.105850563	0.814006579	0.514827397	0.350282796	0.543984993	0.027193824	0.130576513	0.308222596	0.95201294	1.205268904	0.730051137	0.699230505	0.073120405	0.314035531	0.203528377	0.881551192	0.865867177	0.547354119	0.615565679	0.05011644	0.226083814	0.112549104	0.818207165	0.48435566	0.360351712	0.535919162	0.026065045	0.125519655	0.29450765	0.944895219	1.247378694	0.734356525	0.695212195	0.074167836	0.326647974
20	0.199375157	0.877660561	0.836696569	0.54369848	0.622367717	0.053165655	0.227382469	0.110098225	0.823531419	0.489881593	0.346630999	0.541164533	0.027987603	0.117830308	0.288652089	0.931789702	1.183511545	0.740765961	0.7035709	0.078343708	0.33693463	0.192205555	0.876340626	0.858542789	0.547002128	0.617419328	0.053096409	0.231518649	0.113713923	0.807187084	0.497807125	0.351348443	0.543987282	0.028114423	0.133452558	0.270697186	0.945494167	1.219278454	0.742655813	0.690851374	0.078078395	0.329584739	0.202929769	0.877304723	0.872079032	0.545242361	0.618965561	0.051343621	0.218534528	0.1159997	0.820332226	0.535037715	0.356633934	0.542117291	0.025813187	0.136894079	0.289859839	0.934277219	1.209120348	0.733850788	0.69581383	0.076874054	0.300174977	0.202159155	0.876224803	0.864245686	0.546669806	0.617862755	0.052510434	0.224073486	0.112595789	0.813885465	0.49236036	0.367170395	0.539388585	0.028804511	0.126570274	0.291722522	0.938564142	1.236131011	0.726169218	0.696336925	0.076216357	0.321576697
21	0.203951143	0.877818136	0.830804148	0.530769298	0.626880228	0.055155126	0.231795786	0.111574008	0.819131156	0.50429437	0.366755976	0.552508515	0.030202776	0.113411253	0.296328278	0.936505116	1.157313925	0.694782621	0.70125194	0.080107476	0.350180319	0.199289967	0.868542069	0.844638133	0.544805022	0.624337754	0.054781124	0.22894447	0.114377156	0.801106341	0.531639343	0.375007308	0.55182621	0.030797173	0.125816438	0.284202778	0.935977796	1.157636924	0.714602736	0.696849299	0.078765074	0.332072503	0.202291539	0.869892368	0.876865566	0.537572928	0.619196881	0.054451383	0.217407085	0.120985384	0.807299199	0.530323106	0.391720571	0.540820977	0.030411295	0.132341405	0.283597694	0.932485537	1.223408026	0.683425285	0.697572785	0.078491471	0.302472766	0.200674126	0.871846204	0.860789151	0.545241245	0.620145587	0.054764823	0.222532413	0.114276376	0.810445112	0.499335861	0.370319583	0.542954357	0.031291165	0.126753548	0.287071877	0.933247295	1.222242441	0.720162908	0.697336817	0.078238482	0.318311278
22	0.201214953	0.871363241	0.856606467	0.538430111	0.621911359	0.056097355	0.23127958	0.122227286	0.807921691	0.486743521	0.396352432	0.539005897	0.032754071	0.122904324	0.280202619	0.934804792	1.226469413	0.68050779	0.704816822	0.079440639	0.339654836	0.209827901	0.862225332	0.852210662	0.552954026	0.624400626	0.055884587	0.227018122	0.121734887	0.807679385	0.469773501	0.384154627	0.546533236	0.035434208	0.136535813	0.297920916	0.916771279	1.234647824	0.721753425	0.702268016	0.076334966	0.31750043	0.202381844	0.870235863	0.871173063	0.562920243	0.624079604	0.055400743	0.224793661	0.106467394	0.807725032	0.46540603	0.389086362	0.555575613	0.03470279	0.135804069	0.298296294	0.932746693	1.276940096	0.736754124	0.692583595	0.076098697	0.313783254	0.198812384	0.8674286	0.859718829	0.545607622	0.622344862	0.056758613	0.221527421	0.11504035	0.807666194	0.510001113	0.37523426	0.545989248	0.033867654	0.128346309	0.282584418	0.927191005	1.209436545	0.715980984	0.698700476	0.079649571	0.314708533
23	0.196812129	0.859575188	0.844734033	0.542246023	0.630956635	0.058440775	0.2292034	0.110006379	0.790623761	0.495902178	0.364883295	0.553920219	0.034213487	0.135625362	0.28361788	0.928526614	1.193565889	0.719608751	0.70799305	0.082668064	0.322781439	0.199343272	0.864733173	0.876038101	0.549785822	0.626347267	0.058823357	0.21298798	0.116216751	0.800887121	0.55130452	0.390061496	0.552458638	0.035075874	0.126471866	0.282469793	0.928579226	1.200771681	0.709510147	0.700235897	0.082570841	0.299504094	0.198454359	0.860786878	0.846974794	0.534444965	0.622584501	0.059441297	0.219520818	0.108736816	0.793895616	0.519443078	0.374880041	0.540876564	0.037493841	0.129120875	0.288171901	0.927678139	1.174506509	0.694009888	0.704292438	0.081388753	0.309920762	0.197952913	0.86372351	0.85524527	0.546952239	0.624256417	0.058750163	0.219474513	0.115775435	0.803999573	0.515491645	0.377980359	0.549788074	0.036107909	0.128858073	0.280130391	0.923447446	1.194998895	0.715924119	0.698724759	0.081392417	0.310090954
24	0.201765403	0.860775976	0.836716673	0.550477556	0.627721629	0.061602301	0.228696452	0.120972864	0.804962205	0.533302701	0.403438265	0.565095668	0.037725129	0.125233907	0.282557941	0.916589748	1.140130644	0.697516848	0.690347591	0.085479473	0.332158998	0.19392295	0.858229994	0.815569106	0.545078789	0.627266806	0.061312912	0.22334143	0.110362379	0.794602843	0.530391606	0.378664244	0.548369557	0.038228994	0.126785336	0.277483522	0.921857146	1.100746606	0.711493335	0.706164055	0.08439683	0.319897523	0.198263049	0.859807183	0.836077858	0.537190215	0.629512309	0.060587084	0.221331775	0.112479587	0.802297736	0.522186838	0.381201774	0.561734875	0.039521005	0.125314265	0.284046512	0.917316631	1.149968879	0.693178656	0.697289744	0.081653164	0.317349286	0.196201203	0.860094178	0.853661811	0.545831056	0.626164711	0.060297728	0.218440484	0.116125742	0.801207423	0.521855856	0.382212734	0.552638781	0.037792559	0.128945745	0.276276664	0.918980934	1.185467767	0.709449378	0.699690642	0.082802897	0.307935223
25	0.194403982	0.860683828	0.812784945	0.54718777	0.62766033	0.060739102	0.224426814	0.113626091	0.806254588	0.537688602	0.40436693	0.550458045	0.037790072	0.136740571	0.275181873	0.915113068	1.087881288	0.69000861	0.704862615	0.083688132	0.312113058	0.196671013	0.859240715	0.826279477	0.546378404	0.630186622	0.063177906	0.218567432	0.117777924	0.795470631	0.526100145	0.378050562	0.559331085	0.040891807	0.133713999	0.275564103	0.9230108	1.126458809	0.714706246	0.701042158	0.085464006	0.303420864	0.195578377	0.858316528	0.852128569	0.552195671	0.626643087	0.063547318	0.217399097	0.117935544	0.80772591	0.546577028	0.389311388	0.560971334	0.042151489	0.13327304	0.273221209	0.908907146	1.157680111	0.715079955	0.69231484	0.084943148	0.301525155	0.195389351	0.856552976	0.850838551	0.546532579	0.627907507	0.06193867	0.217066593	0.116292304	0.798609196	0.526569568	0.387046977	0.555266757	0.039951565	0.130083734	0.274486398	0.914496756	1.175107535	0.706018181	0.700548257	0.083925775	0.304049453
26	0.195143813	0.853675086	0.793895348	0.535792447	0.628136613	0.064273058	0.222095097	0.119373097	0.80082624	0.503113259	0.379893041	0.552163422	0.041999501	0.129896604	0.270914528	0.906523931	1.084677436	0.691691854	0.704109805	0.086546615	0.314293591	0.188332292	0.85095563	0.845915799	0.543995921	0.626912544	0.063811031	0.225848519	0.115362176	0.794998214	0.51070602	0.386339787	0.554164581	0.042971309	0.136522856	0.261302408	0.906913046	1.181125577	0.701652055	0.699660507	0.084650753	0.315174181	0.192553301	0.852357904	0.862242704	0.54714813	0.624791837	0.063884635	0.209437421	0.11800653	0.786098575	0.53682394	0.402223655	0.544397713	0.040477104	0.133684076	0.267100072	0.918617233	1.187661467	0.692072604	0.705185962	0.087292166	0.285190766	0.19458096	0.854108644	0.8482276	0.546898244	0.629108199	0.063401951	0.216228962	0.117035012	0.796522081	0.529378566	0.390732729	0.556660316	0.041537116	0.131970237	0.272126908	0.911695206	1.167076633	0.703063759	0.701556083	0.085266785	0.300487687
27	0.192948678	0.852745394	0.826006939	0.537876817	0.632507002	0.067009679	0.21735219	0.11926117	0.794520846	0.517793635	0.392894015	0.558064729	0.044927042	0.131885451	0.266636186	0.910969943	1.134220243	0.682859619	0.706949275	0.089092317	0.302818928	0.19487395	0.846822315	0.818724128	0.552168684	0.628901978	0.064807122	0.221158064	0.125489901	0.788539828	0.5181354	0.369548397	0.551896098	0.045744762	0.138207961	0.264257998	0.905104802	1.119312856	0.734788972	0.705907858	0.083869483	0.304108166	0.188767089	0.851874373	0.857586113	0.550915105	0.634388324	0.063434493	0.216028564	0.113723271	0.795990966	0.557983085	0.40536953	0.569409609	0.042389904	0.121950869	0.263810907	0.907757781	1.15718914	0.696460681	0.699367039	0.084479082	0.310106259	0.193586302	0.851033984	0.847117278	0.546491512	0.631031855	0.064708381	0.214766796	0.118161096	0.794341523	0.53598228	0.393536379	0.560148362	0.043312491	0.131978827	0.269011509	0.907726445	1.158252276	0.699446645	0.701915347	0.086104271	0.297554766
28	0.192189191	0.847229122	0.810146595	0.552406832	0.639675977	0.06551869	0.220375204	0.099822351	0.792420264	0.535594045	0.385387749	0.572832003	0.042272871	0.1337565	0.284556032	0.902037981	1.084699146	0.719425915	0.70651995	0.088764508	0.306993907	0.192861057	0.85166091	0.821142979	0.560347346	0.635086873	0.064826029	0.220706682	0.107460988	0.79555152	0.538596086	0.39229624	0.568580445	0.044093338	0.139962164	0.278261125	0.907770299	1.103689872	0.728398452	0.701593301	0.08555872	0.3014512	0.184855899	0.848947164	0.853747995	0.553142718	0.631696482	0.06837232	0.207566865	0.118722061	0.798092635	0.536505388	0.415537101	0.559458157	0.048204467	0.125805362	0.250989738	0.899801693	1.170990603	0.690748334	0.703934807	0.088540174	0.289328367	0.192338177	0.848824283	0.846282168	0.546956404	0.632234944	0.065955524	0.214475402	0.11837317	0.793214784	0.539095799	0.398007072	0.56256716	0.044622017	0.131358031	0.266303184	0.904433781	1.153468536	0.695905736	0.701902727	0.087289031	0.297592773
